track_id,track_name,artists,track_genre,tempo,danceability,energy,valence,acousticness,instrumentalness
5s6ppi6NDeK6FXlX8XCajM,8 Track,Get Dead,acoustic,197.008,0.408,0.974,0.578,8.77e-05,0.0
1VtzCELaY7snxB5vNXbAGg,Welcome to Hell,Get Dead,acoustic,131.992,0.474,0.843,0.901,0.0205,2.71e-06
4zYkSXrfgJyrNkNv3mTiIZ,Dance Monkey,Roses & Frey,acoustic,139.938,0.541,0.192,0.317,0.893,0.0
1epXnhFfFToKeugQWBCsQg,Maria,Harley Poe,acoustic,130.912,0.633,0.832,0.838,0.0274,7.57e-06
2E3ObBU2VIrTYOYh8tvi0x,Something Stupid,Bailey Pelkman;Randy Rektor,acoustic,117.961,0.789,0.261,0.491,0.803,0.0
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,acoustic,121.974,0.536,0.89,0.273,0.078,0.0202
5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,Meg Birch,acoustic,98.385,0.534,0.213,0.0998,0.884,0.0
5MrgVJzR1du1gz8XWe4m28,Falling in Love at a Coffee Shop,Landon Pigg,acoustic,83.555,0.332,0.298,0.243,0.875,0.00784
6D33wCKzWtNEgOovgeVJ7r,Bella Luna,Jason Mraz,acoustic,120.06,0.755,0.454,0.33,0.757,0.0
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Andrew Belle,acoustic,91.98,0.541,0.575,0.428,0.677,0.215
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,acoustic,148.155,0.476,0.666,0.498,0.314,0.0
5DUAKXpyv3nL50PnAQbPS0,Fuck You,Get Dead,acoustic,117.875,0.608,0.917,0.936,0.236,0.0
4XBcShO4h4X55x9yMmyKHL,Sweetest Thing,Allman Brown,acoustic,79.785,0.546,0.411,0.528,0.701,9.73e-05
5xQTEPjGsLuvwnnvyK3fAA,Love You To Death,Chord Overstreet,acoustic,147.924,0.574,0.344,0.0987,0.421,0.0
5ZZDntOE2nYjjq7Uh2mZcJ,Day Old Coffee,Laura Jane Grace,acoustic,152.02,0.712,0.933,0.865,0.326,0.0
0imuQm7CnK74UdorFpC2Eg,Light,Jon Bryant,acoustic,129.83,0.512,0.359,0.132,0.567,0.0226
4XqFl2hYwxBSVWhCG2oPUA,Have I Told You Lately That I Love You - Acoustic,John Adams,acoustic,121.648,0.58,0.188,0.431,0.935,0.0
7jJH8F3PHlNvxfqEAAfFDl,I Choose You,Sara Bareilles,acoustic,154.038,0.731,0.572,0.947,0.105,0.00012
59eluCMn0XbOWqeWQ91FTM,君はロックを聴かない,Aimyon,acoustic,99.919,0.524,0.687,0.619,0.00135,0.0
24Gm1mIhO28NmgT17S95JE,KISSして,Masaharu Fukuyama,acoustic,93.873,0.467,0.851,0.644,0.000353,0.0
0pHdVMGxXdDcjmye35j63j,Nobody Knows Me At All,The Weepies;Deb Talan;Steve Tannen,acoustic,115.945,0.759,0.159,0.329,0.957,0.000472
2WD93lsfJonaKtrQtpLB2R,You're the Sea,Andrew Belle,acoustic,161.025,0.573,0.624,0.529,0.471,0.117
6c6xJgk6Z7WElX8tRUdjZk,All The World (I Tell Myself),Correatown,acoustic,76.647,0.488,0.294,0.26,0.917,0.841
2jcdviEbZPIpwM10JBQNYc,恋人 (Original Version),Masaharu Fukuyama,acoustic,71.967,0.649,0.336,0.47,0.27,0.0
5KcGMnoxVuAUexDFoOHROL,None Exempt,Days N Daze,acoustic,105.466,0.425,0.752,0.844,0.305,0.0
6pTZ8Oy1xGKGCE4saVScoy,Give Me Your Forever,Zack Tabudlo,acoustic,99.905,0.627,0.363,0.301,0.279,0.0
1TZBg0IBHvqfSAlHvVd8eH,Watermelon Sugar - Acoustic,Jonah Baker,acoustic,91.211,0.43,0.121,0.461,0.908,0.0
2Xzh9zjiKhM9YT4AcJxLkQ,I'll Be Home for Christmas,Mindy Smith,acoustic,98.995,0.57,0.427,0.186,0.368,1.73e-05
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,acoustic,174.839,0.375,0.457,0.415,0.868,0.0145
0uHjs4zpo52qiFeBpdrXYs,VI: Don't Let Love Bog You Down,RENT STRIKE,acoustic,114.18,0.452,0.797,0.642,0.28,0.244
0XV6QiUZCV5IIeTVojlktV,I'll Never Fall in Love Again,Gail Blanco,acoustic,109.984,0.758,0.406,0.383,0.901,4.3e-05
7aZBQsoO9BqmgB9WRLFeqv,Don't Shy From The Light,Neulore,acoustic,133.513,0.285,0.305,0.0419,0.26,0.0192
1POSMvQ2TKVN0D7GwOgK0W,Josephine,Frank Turner,acoustic,144.299,0.442,0.898,0.446,0.000158,4.11e-06
6ad7bQ48TlqAgebCExUJVe,いきのこり●ぼくら,Ichiko Aoba,acoustic,143.243,0.592,0.0833,0.205,0.946,0.0791
6oz8T0xhXzkEVxyelC3Hc3,Can't Go Back,Rosi Golan,acoustic,118.916,0.559,0.241,0.142,0.963,2.3e-05
63m3fusWaHBnB3isFfAlRd,Tonight You Belong To Me,Eddie Vedder;Cat Power,acoustic,138.981,0.653,0.174,0.611,0.991,0.00248
1MGIxsVtqK2npdPmI8Dj0D,Goodbye Lulu,Days N Daze,acoustic,87.609,0.544,0.839,0.967,0.784,0.0
348ooLg3LgeDkJVh6zzib8,Eulogy,Frank Turner,acoustic,148.956,0.284,0.108,0.282,0.674,4.65e-06
7JRJOLKHz88pR0YS4pVCao,Sweet Dream,Greg Laswell,acoustic,93.72,0.41,0.234,0.19,0.798,0.00304
5j5OayPyUCnJSK0RynvqgK,Say You Won't Let Go - Acoustic,Matt Johnson;Jaclyn Davies,acoustic,163.985,0.432,0.197,0.348,0.87,0.0
2TRXV6DoQLjdRrBR6ED6NP,Slow Down Time,Us The Duo,acoustic,109.954,0.733,0.657,0.433,0.013,6.73e-05
53iFMaNUXn6Oj8hUIKSO5a,My Arms Were Always Around You,Peter Bradley Adams,acoustic,91.485,0.643,0.436,0.422,0.724,0.459
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,Boyce Avenue,acoustic,100.044,0.402,0.197,0.148,0.858,1.05e-06
7JuocCvYUBbC0X1bZj6guM,Miranda,Frank Turner,acoustic,75.032,0.524,0.578,0.29,0.000971,6.55e-06
5MTsZG10E0hTvAkdioyPnw,Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,acoustic,73.304,0.572,0.348,0.34,0.44,0.000721
5L4G3nwKkd4wykW4BV9sVe,Sweeter,Jess Penner,acoustic,92.042,0.686,0.377,0.551,0.638,0.0
4v0RBzYNzTknP6d0zN2VQb,C'est si bon,Aoi Teshima,acoustic,113.913,0.735,0.203,0.479,0.854,0.00164
2Qw1KFrJ1q6qHXxWGh51kC,A Thousand Years,Boyce Avenue,acoustic,139.529,0.41,0.221,0.228,0.768,0.0
5vk20vCA4C23pXxFhtbBTx,I'm the One - Acoustic,Sunset & Highland,acoustic,146.086,0.601,0.372,0.444,0.835,0.0
02EqvposhJjwrgkQexKIdW,Isn't She Lovely,Suy Galvez,acoustic,120.028,0.71,0.646,0.615,0.789,3.75e-06
4WbTMyywJtvUNhmVKa0oSM,The Fear,The Bridge City Sinners,acoustic,111.377,0.444,0.674,0.698,0.586,0.000147
0RTACXDmdASzBQR1UiSyAZ,One Last Breath,Boyce Avenue,acoustic,125.484,0.45,0.335,0.166,0.788,1.66e-06
3SxMBVdL2gxhX5V5dXF9jy,Lost Sparks,Canyon City,acoustic,135.902,0.548,0.3,0.264,0.757,9.28e-06
5lQBkoXivgiXqKicR2uaTh,vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,acoustic,169.978,0.403,0.925,0.543,0.000435,0.755
4ckCgKE0aIy4TNSGdm36QT,Linoleum,Frank Turner,acoustic,98.806,0.548,0.666,0.582,0.281,0.0
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,acoustic,100.38,0.587,0.767,0.664,0.225,0.0
1ABd3bWsG4FCKePjXeVfJG,Leave The Lights On,Meiko,acoustic,121.938,0.649,0.821,0.661,0.0302,0.000141
3XdStlaHnq3JrmQDCRqEET,アジアの純真,Yosui Inoue;Tamio Okuda,acoustic,111.664,0.732,0.83,0.871,0.201,3.04e-05
7dE07ULna9h2PituTjrinM,Going To Germany,Cannon's Jug Stompers,acoustic,106.71,0.49,0.198,0.636,0.973,0.0212
6nPSj5qcbkm3w2ch9dljk2,Demons,Frank Turner,acoustic,159.017,0.285,0.938,0.286,0.00145,0.000273
1DxwWEVXzZB2IqGxI6GYRK,Seven Nation Army - Acoustic Covers Versions of Popular Songs,Vendredi;Chrissy Dave,acoustic,109.822,0.773,0.208,0.538,0.956,0.0
6AMuHsxzvWdB9tMeJXKT2s,Now We're Starting Over Again,Suy Galvez,acoustic,113.683,0.587,0.311,0.374,0.817,0.0
3zjr7jirhGwvqGuuJuIxjg,Photograph,Andrew Foy;Renee Foy,acoustic,110.512,0.807,0.0459,0.275,0.852,6.14e-06
27Fq4XyOkogdGLcfsVdjFb,"Moonlight, Mistletoe & You",Keb' Mo';Gerald Albright,acoustic,97.498,0.649,0.399,0.342,0.184,0.000108
7aohwSiTDju51QmC54AUba,You And I,Ingrid Michaelson,acoustic,135.027,0.698,0.285,0.53,0.927,0.0
6y4PDihMDJdFRjhunzpJ6s,Autumn Breeze,Kaiak;Viktoria Tolstoy,acoustic,80.036,0.589,0.334,0.208,0.832,0.0
4NxUuupOGPquDhy1yFIZK3,The Lotto,Ingrid Michaelson;AJR,acoustic,88.944,0.687,0.748,0.872,0.24,0.0
13GvSZgg9LOs3M9uGbWsPE,You Were Supposed to Be Different,Aron Wright,acoustic,73.761,0.436,0.239,0.137,0.861,8.48e-05
5eIF4WZrpcnpEXi2Bu7i2t,First & Last,Zack Tabudlo,acoustic,113.829,0.598,0.249,0.292,0.194,0.0
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Drew Holcomb & The Neighbors,acoustic,90.894,0.602,0.336,0.335,0.883,0.0017
2qESE1ZeWly7I3YjyTXmXh,Winter Wonderland,Jason Mraz,acoustic,145.363,0.62,0.309,0.664,0.788,0.0
5bC6ONDsL88snGN6QasjZH,Help Me,Sonny Boy Williamson II,acoustic,114.216,0.745,0.436,0.771,0.597,0.0213
6ONQ2wKKkjxIUygJbBe7ph,Whiny Bitch,Harley Poe,acoustic,173.56,0.495,0.811,0.9,0.534,0.000286
0KAFjeQ6jpmtKP4CW9m5X6,you broke me first,The Mayries,acoustic,120.006,0.656,0.3,0.369,0.87,0.0
2txxvcL02iH16w7f9lVKcV,Is There Something,Suy Galvez,acoustic,112.967,0.696,0.379,0.359,0.772,1.55e-06
03SqUp5aNqCM8EP4WOmUZp,Stray Cat Strut,The Bridge City Sinners,acoustic,144.87,0.49,0.749,0.739,0.389,0.0
1esE8j1nVyzEQ5rVhYXoJT,Had It All,Parachute,acoustic,79.952,0.606,0.54,0.249,0.182,0.000144
4eZP0Tyh1p06Nk1aHOzNrt,Over You,Ingrid Michaelson;A Great Big World,acoustic,89.256,0.292,0.281,0.164,0.751,0.000801
0R7EWhquaAICmyE5MZqt3q,Living My Best Life,Ben Rector,acoustic,178.828,0.566,0.733,0.636,0.083,1.55e-06
7IjL4IoQZMk1dOI4MH1T0i,Paperweight by Joshua Radin and Schuyler Fisk,Joshua Radin,acoustic,179.844,0.422,0.119,0.405,0.555,0.0
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Canyon City,acoustic,86.664,0.549,0.274,0.207,0.798,6.63e-06
7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,JJ Heller,acoustic,72.006,0.678,0.199,0.262,0.957,3.23e-06
4WzQEkUYTBzo0DRnJfYPls,We'll Make It Through,Ray LaMontagne,acoustic,119.236,0.502,0.309,0.273,0.575,0.000894
4HQr9UGqkHPzboqLb9J8pJ,No Matter Where You Are - Wedding Version,Us The Duo,acoustic,104.978,0.642,0.15,0.27,0.832,0.0
7quFUf8mR7wUxeJip0awxn,Longest Night,Howie Day,acoustic,202.098,0.231,0.636,0.244,0.00402,0.0
2fPb58e6f8KxejYDCaARwS,Say Something,A Great Big World,acoustic,140.942,0.447,0.158,0.142,0.872,1.58e-06
1K0OGTEEPMRdxFGRt5WYRI,約束の丘,Masaharu Fukuyama,acoustic,92.748,0.524,0.852,0.635,0.0159,6.35e-06
7qJtNgmUyzy3R86vJwk9Wp,Christmas Comes But Once A Year,Albert King,acoustic,93.269,0.687,0.494,0.621,0.324,5.5e-05
5uY2Vs2sviMqznPxW8f5xz,Between the Stars,Canyon City,acoustic,95.446,0.484,0.292,0.0771,0.868,0.000372
2WQRPsMOrbeqms7JgmmVv3,Shallow,Eddy Tyler,acoustic,95.981,0.613,0.346,0.128,0.89,0.913
18PrtmAcNMgZNy1edWuXGb,A Sky Full of Stars,Mother's Daughter;Beck Pete,acoustic,101.995,0.643,0.11,0.152,0.876,1.38e-05
7f0PCIJFVw7U5tbuFH4rb0,Need You,Penny and Sparrow,acoustic,78.51,0.545,0.642,0.555,0.517,1.75e-06
4uBcAJZmH3LkH2rCDe8LgC,青空、ひとりきり - Remastered 2018,Yosui Inoue,acoustic,116.141,0.762,0.805,0.963,0.283,0.0
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,172.075,0.568,0.686,0.725,0.15,1.81e-06
0xOIqJadsikka2so1zhghO,Alone in the Dark Mansion of Madness,Harley Poe,acoustic,95.24,0.335,0.696,0.403,0.642,0.0
1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,Ingrid Michaelson;ZAYN,acoustic,76.332,0.438,0.359,0.12,0.21,0.0
6fmrddhzAr0StNzWEzlny5,Linda Ronstadt,AJJ,acoustic,100.672,0.448,0.516,0.29,0.341,0.00497
4AYITlwiumljGdv0NIGR4T,Mirrors - Acoustic,Jonah Baker,acoustic,128.025,0.638,0.287,0.445,0.81,0.0
0v1yN5C75um5Wx2WPtFl6k,Sunflower,Sara Farell,acoustic,72.932,0.568,0.213,0.302,0.955,0.0
2XshyXPcxtwvyFMys4JCqQ,Everytime We Touch (Acoustic),Shannon & Keast,acoustic,100.852,0.526,0.139,0.203,0.879,0.0
22KbVMZekQbkrHGrubQTpQ,What If,Five For Fighting,acoustic,149.919,0.565,0.895,0.592,0.194,0.0
5Bfdu7gVB7njCCCQHC0kkI,Fast Track,Days N Daze,acoustic,113.896,0.446,0.621,0.867,0.721,0.0
27wq82gy6a868oA5HNLRGv,Photographs,Eddie Vedder,acoustic,54.571,0.539,0.353,0.321,0.571,0.626
1xYMyM7MxFi4OuzDA2op9Q,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,acoustic,72.235,0.55,0.334,0.143,0.517,0.000169
3H36x7buZdQD4687VmFrwY,Party of One,Brandi Carlile;Sam Smith,acoustic,165.4,0.296,0.206,0.202,0.782,0.000225
3ax0rfGb7exLtl02LL08U9,Winter Wonderland,Jason Mraz,acoustic,145.363,0.62,0.309,0.664,0.788,0.0
2XDxQ3VzovLzh60zgOaNEi,The Reason,Tim Halperin,acoustic,149.664,0.423,0.207,0.209,0.887,0.0
0tu4zWxyFV1Djbf4hLY3xP,深夜高速,Kazuyoshi Saito,acoustic,79.633,0.474,0.727,0.83,0.123,2.82e-06
0HQnJee8ShSDu2AYwibxst,Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,acoustic,145.852,0.59,0.407,0.276,0.861,9.95e-06
0avtLG17MT8kDf9xc67Niv,Tamacun,Rodrigo y Gabriela,acoustic,128.553,0.588,0.914,0.971,0.832,0.856
6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,Kina Grannis,acoustic,181.74,0.266,0.0596,0.143,0.905,7.07e-05
3rzRo91l4htQvMXhsiECAX,Higher Love,Todd Carey;Ariza;Chuck Leavell,acoustic,96.808,0.578,0.763,0.394,0.0916,2.8e-06
63F2nWghdifkNHVns5GT8W,Fade into You,Andrew Belle,acoustic,159.906,0.478,0.398,0.371,0.0222,0.0183
1R8uexh18C6rWgBiUsZr6L,Roll Me Through the Gates of Hell - Acoustic Version,Mischief Brew,acoustic,118.434,0.488,0.627,0.757,0.416,0.0
4CU3t2c3TIpmzX44P1VCFi,I Don't Believe in Satan,Aron Wright,acoustic,83.952,0.422,0.41,0.354,0.00855,0.0
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Tyler Ward,acoustic,80.011,0.7,0.454,0.34,0.55,0.0022
6wVxhM5GJiZCro0xPWox6g,I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,acoustic,132.032,0.746,0.257,0.348,0.772,0.0
4qCbMMMuEB56kHd4zPE6GD,The Long Road,Eddie Vedder;Nusrat Fateh Ali Khan,acoustic,109.236,0.537,0.342,0.253,0.645,0.266
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Gabrielle Aplin,acoustic,85.994,0.479,0.541,0.3,0.74,0.0
2Dz5WpEWA0vhnMmEPYiZ2y,She Is Love,Parachute,acoustic,134.295,0.629,0.174,0.305,0.616,0.0
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,acoustic,161.858,0.561,0.327,0.298,0.902,0.000469
5WhHTK5wyuY14tiHWuoH4G,Little Life,Frank Turner,acoustic,119.992,0.609,0.693,0.452,0.000315,0.0
1cADd4hbtfYDFesyH8i1eB,The Work,Frank Turner,acoustic,89.987,0.491,0.913,0.59,1.88e-05,2.26e-06
0T3LR3C4dUD11wdgLm0Xoz,Clawfoot,Pigeon Pit,acoustic,185.147,0.44,0.947,0.892,0.0477,9.95e-06
3NrUMv6TqphWgk2PdDdg4H,Pepperspray,Get Dead,acoustic,142.041,0.539,0.675,0.719,0.188,0.0
2UJy2HHo4afrQbI5FizxLM,Left for America,Ciaran Lavery,acoustic,79.856,0.498,0.384,0.25,0.818,0.000937
6cMzeng5QA8fd2qqiMeIyg,Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,acoustic,203.816,0.385,0.134,0.427,0.899,0.0
6rm0bIbAE0ZfPXNeuIV4DR,Darkness Within,Michael Logen,acoustic,160.057,0.464,0.72,0.199,0.0166,0.0488
5Hnfk1EuhqQuh7QhcnikR1,KISSして,Masaharu Fukuyama,acoustic,93.059,0.324,0.873,0.775,0.00119,0.0
01MVOl9KtVTNfFiBU9I7dc,Days I Will Remember,Tyrone Wells,acoustic,98.017,0.688,0.481,0.666,0.289,0.0
6Dm2KfuPBa3eXOgHaT88r4,The Past Recedes,John Frusciante,acoustic,102.632,0.381,0.334,0.171,0.202,0.000203
1WiVvolTPvAsVOd64HZi4X,Wells,Joshua Hyslop,acoustic,83.99,0.535,0.444,0.217,0.669,0.0278
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,90.078,0.492,0.145,0.218,0.872,9.68e-06
1nFJAKHt0jgzVogbNJT3Zz,Ocean,Parachute,acoustic,119.989,0.662,0.711,0.352,0.0686,1.17e-05
3IORLAm07yxo4T7B8cRET3,Look For The Good (Single Version),Jason Mraz,acoustic,90.263,0.71,0.615,0.746,0.0384,0.0
25fcj6d2W1l8DQL11Czdzb,Party of One (feat. Sam Smith),Brandi Carlile;Sam Smith,acoustic,139.056,0.354,0.206,0.202,0.779,0.00021
1Cu8QneXq0Hq1HJqkZDPbN,This Time Tomorrow,Brandi Carlile,acoustic,91.626,0.606,0.326,0.414,0.841,0.0
3VIbZxc3oo1eAlb7tcRsG1,It'll Be Alright,JJ Heller,acoustic,139.883,0.543,0.324,0.181,0.452,2.81e-05
2vfvPpkSwFwsuppSHbLCoR,Ordinary Days,JJ Heller,acoustic,173.86,0.477,0.34,0.261,0.849,0.000488
3SBzDgdTwHOMSik82ZI6L2,Everybody,Ingrid Michaelson,acoustic,95.002,0.742,0.636,0.48,0.446,0.0
0GgFpUEQzr5RuDZC768g0k,Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,Drei Rana;Selena Marie,acoustic,139.914,0.505,0.462,0.113,0.623,0.0
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,Jason Mraz,acoustic,136.703,0.585,0.303,0.142,0.694,0.0
7sGEiBshBJXKRnvyIq3LUB,Sombody else - Acoustic,Sara Farell,acoustic,201.64,0.444,0.316,0.571,0.841,0.0
6hy5eqMQ36KAChR1ZZ05zc,If I Ain't Got You - Acoustic,John Adams,acoustic,104.018,0.652,0.15,0.361,0.923,0.0
4muAobUpgKTEgqskgNESmC,Umbrella - Acoustic Version,The Mayries,acoustic,123.962,0.675,0.278,0.353,0.845,0.0
7k9GuJYLp2AzqokyEdwEw2,Hunger,Ross Copperman,acoustic,78.899,0.442,0.632,0.196,0.426,0.00419
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,The Weepies;Deb Talan;Steve Tannen,acoustic,107.612,0.502,0.311,0.4,0.617,4.32e-05
11868tq8nTB9QJKyY3JjB4,Yellow - Acoustic,Amber Leigh Irish,acoustic,167.573,0.49,0.204,0.373,0.901,0.0
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Gabrielle Aplin,acoustic,139.669,0.546,0.391,0.202,0.784,2.72e-06
0VDhK4DIjbsAHo1GDe9VfM,I Like to Be With Me When I'm With You,Drew Holcomb & The Neighbors,acoustic,90.726,0.595,0.384,0.691,0.682,2.37e-06
6wAT9x3dx1N99gXXvds56Q,Last Christmas,Drei Rana,acoustic,103.995,0.686,0.285,0.672,0.689,0.0
1NByMwpOZY69Mmy4l7jYRF,The Gathering,Frank Turner,acoustic,143.671,0.424,0.942,0.447,0.0025,1.14e-06
4PuUa8e5s7P3Zv1IdCGIsa,Such A Simple Thing,Ray LaMontagne,acoustic,76.349,0.522,0.256,0.13,0.86,0.000806
0Kt5AHOpQAkEsHAuPeB0le,Sons and Daughters,Allman Brown;Liz Lawrence,acoustic,147.997,0.525,0.461,0.202,0.775,2.14e-06
5eNYumDY5PCXtKKJ0SWg2r,Poison & Wine,The Civil Wars,acoustic,153.848,0.285,0.186,0.203,0.76,7.3e-05
3IvEnBPF1egP9y1q3C2Fg4,ゆめのなか,Sakura Fujiwara,acoustic,92.017,0.565,0.566,0.551,0.472,0.000426
7vg5fesQdq5I7Z7XGdyJd5,Bad Liar,Roses & Frey,acoustic,82.114,0.596,0.195,0.176,0.926,0.0
6mFsYlDjG2Esy5hXhNy78t,This One's for Johnny,Get Dead,acoustic,129.91,0.482,0.772,0.586,0.0265,0.0
5e9DrLUUZraUE7mmniufjn,Heart Can’t Lose,Zack Tabudlo,acoustic,125.871,0.647,0.567,0.374,0.0318,0.0
1NKiIuSbv88ecRlB6noXzz,Mood - Acoustic,Adam Christopher,acoustic,75.034,0.751,0.29,0.683,0.846,0.0
3ZoefygM1VYbvEYXXRNAY2,"Dance, Motherfucker, Dance!",Violent Femmes,acoustic,193.395,0.308,0.854,0.689,0.0593,0.00718
6D16aFALxgo3b5Hw7Na1Fw,Fall Out,Days N Daze,acoustic,93.674,0.434,0.832,0.591,0.348,3.2e-05
0goA2cYxU9k2XfQHzo6WcP,2 Oceans,Trevor Hall;Marieme,acoustic,101.988,0.588,0.569,0.209,0.303,0.0342
4khjcb6Mpegp1N596VVyf6,There She Goes,Clementine Duo,acoustic,106.966,0.724,0.28,0.527,0.755,0.0
6xXvAzowcCQmoKdDr1oIFJ,2002 - Acoustic,Amber Leigh Irish,acoustic,165.799,0.589,0.296,0.611,0.842,0.0
5EndcDV7pcbLO4jE2GBZwC,Burn The Rain,Kurt Cobain,acoustic,114.263,0.504,0.415,0.626,0.879,0.494
3Ec6uapAsdc0MY8pDFcsg4,Meet Me in the Shade,Chris Cresswell,acoustic,81.613,0.556,0.511,0.537,0.782,4.54e-05
2dS2710jYUM8gE2V1KC3uG,Wilderness,Jon Bryant,acoustic,82.892,0.499,0.209,0.138,0.882,0.00491
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,acoustic,150.96,0.703,0.444,0.712,0.559,0.0
0gVbkmFqq5fIkXtJJ3UTfM,Let It Go,Boyce Avenue;Rachel Grae,acoustic,147.913,0.599,0.349,0.444,0.819,0.0
4ujYTGqbiV5xl97Pqoctq2,This Little Light of Mine,JJ Heller,acoustic,113.877,0.534,0.26,0.151,0.834,0.00405
5QjuTblPokfD03fkfHUuVK,"Hang Me, Oh Hang Me",Dave Van Ronk,acoustic,120.24,0.504,0.0273,0.395,0.931,1.1e-05
24M6MHeugm1sHHNzCP5eV4,Baby Now That I Found You,Suy Galvez,acoustic,107.994,0.707,0.531,0.49,0.855,0.000182
7Afr3PKTtlFGHGiXYgnv6P,I Like You,Ben Rector,acoustic,157.92,0.624,0.334,0.397,0.321,3.27e-06
6P82NfCXl3lLcUNSYEmq1u,Seeing Other People,Donovan Woods,acoustic,76.959,0.444,0.44,0.339,0.741,2e-05
3Z9P9XOLlISMK0MooS8gsN,She's a Problem,Get Dead,acoustic,97.429,0.484,0.953,0.667,0.000165,0.00155
6jI7y83WjuyBne9b3IvdSs,Make It Without You,Andrew Belle,acoustic,117.663,0.456,0.205,0.161,0.92,0.00011
3CqV5uSdPvj5Ux3E8Idusc,"Sad Theme (From ""One Punch Man"")",Eddie van der Meer,acoustic,82.33,0.487,0.162,0.49,0.933,0.829
3pgXwvxj2qqTOfsUxxQ8nE,Canada,Bobbylene,acoustic,81.988,0.608,0.15,0.434,0.863,0.0
7xO7bS29oAzMcFI0rBj8Fy,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,Sara Farell;Simon Samaeng,acoustic,118.026,0.656,0.349,0.289,0.784,0.0
2z3PXMMsdQqZ48OdOTBIoZ,Timeline,Apes of the State,acoustic,112.338,0.668,0.304,0.567,0.811,0.0
3BXMHdrjdF5yjJU4G0Z5HZ,Hanap-Hanap,Ethan Loukas;Janine Teñoso,acoustic,83.102,0.663,0.239,0.488,0.827,0.0
1RjEDlhTp2iJXWPdLpa8OM,Say Anything,Tristan Prettyman,acoustic,91.967,0.657,0.43,0.335,0.534,0.000238
5moyneo3TMp2wdc0TG8O8U,So Are We,Canyon City,acoustic,145.277,0.496,0.11,0.235,0.911,1.44e-05
6339iq4yAm87arKgnNc922,No Christmas For Me,Zee Avi,acoustic,114.955,0.809,0.313,0.35,0.876,0.0
5oDDFjWMz0KiMmRzWSFfQ6,Paradise,AcousticTrench,acoustic,132.131,0.507,0.191,0.221,0.99,0.933
2z3HKlpENvfz1Am2MNF2pL,I Ain't Ever Loved No One - Acoustic,Donovan Woods;Tenille Townes,acoustic,160.389,0.322,0.213,0.16,0.611,0.0
3geIJghtdmVc7GeJio1xlj,Stay - Acoustic,Jonah Baker,acoustic,131.827,0.622,0.221,0.297,0.901,0.0
3NxSIxMnq9tDmQtoyHQqte,Life Is A Bitch,Luther Allison,acoustic,102.344,0.594,0.744,0.778,0.648,0.00305
6dwkFmLUz6hx2CZG2EqLol,Collide,Howie Day,acoustic,93.931,0.636,0.625,0.342,0.222,5.35e-05
7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,acoustic,82.001,0.643,0.638,0.6,0.204,0.0
14vExHBkh1prEAN94wZug8,"Tonight, Not Again",Jason Mraz,acoustic,102.44,0.595,0.805,0.359,0.0167,1.06e-05
0JzOJIS7ktLq5Ux6LtYJuW,Fix You - Acoustic,John Adams,acoustic,134.178,0.494,0.152,0.304,0.947,0.0
7oGGmUTUwH6EooJGeZBJdj,Bitter Heart,Zee Avi,acoustic,78.988,0.74,0.377,0.408,0.65,0.0
37pK088xTo1ZpR3y23wsFk,Arms Of A Woman,Amos Lee,acoustic,141.988,0.54,0.0674,0.12,0.888,0.000382
1i7JnFAxC15AuF1dsosbYM,Pero,Zack Tabudlo,acoustic,118.49,0.644,0.412,0.206,0.796,0.127
